eic_code,cluster,order,seasonal_order,val_money_pct,aic,fallback
62Z1011664646618,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z1026971387441,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z1037291599086,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1040856316899,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1052783389048,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1067720741039,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z1077202948019,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1092353551490,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z1105854285450,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z1108084147506,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z1118549203538,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1124575209846,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z1175275386589,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z1180469265339,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1192270413312,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z1209368438999,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1218299930809,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1291599260160,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z131639303888J,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z1325310425194,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z132888029374Z,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1335377683815,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1369451614498,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z1393717815036,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z1419007174687,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z1426991213062,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1471375271708,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1476408174577,14,"(1, 1, 2)","(0, 1, 1, 24)",31.733365048506748,-665.4688139933808,False
62Z1483215110522,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1515842202934,11,"(0, 1, 2)","(0, 1, 1, 24)",32.04105999174258,3910.5324151212353,False
62Z1528625762710,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z1626313673880,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z1657030092515,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z1659898074045,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z1667171467788,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z1699793733727,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z1771663109656,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1774668832410,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1776504505608,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z1781749778395,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1785740293700,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z1785888164071,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z1796820029369,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z1797927643038,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z1811965727106,14,"(1, 1, 2)","(0, 1, 1, 24)",31.733365048506748,-665.4688139933808,False
62Z1829125017921,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z1854635779617,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z1908641756932,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1931450722959,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z1942693584669,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z1971620996431,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z1993541756298,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z2035372013978,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z2063504976595,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z2088310794305,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z2146506845449,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z220653865958K,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z2218971118163,14,"(1, 1, 2)","(0, 1, 1, 24)",31.733365048506748,-665.4688139933808,False
62Z2265922863404,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z2295513355879,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z2312293868557,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z2338430234645,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z2395399053131,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z2410378897684,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z2462903940798,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z2483925041819,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z2496863291167,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z2532379651825,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z2534451404528,14,"(1, 1, 2)","(0, 1, 1, 24)",31.733365048506748,-665.4688139933808,False
62Z2548630158379,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z2553437444859,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z2588424624258,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z263077610044S,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z2634468308280,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z2634769525063,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z2636920381647,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z263750576887Y,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z2651182694771,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z2652760199060,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z2655661084314,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z2673921373211,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z2718723694345,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z2749095020078,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z2752425371057,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z2763068988417,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z277440221246K,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z2863396690510,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z2871189104161,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z2923711919630,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z2924124864686,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z2948906740151,1,"(2, 1, 2)","(0, 1, 1, 24)",29.204309924940105,2854.955141339899,False
62Z2986251549800,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3004068068544,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z3050335819767,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3064979528589,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z308384437449W,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z3089684577498,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z3123385628010,14,"(1, 1, 2)","(0, 1, 1, 24)",31.733365048506748,-665.4688139933808,False
62Z3139295037679,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3151696887521,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z3251275644497,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z3261331410025,4,"(0, 1, 2)","(0, 1, 1, 24)",33.05465070491643,2716.8169242189347,False
62Z3307823675943,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3311530591901,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z3319570183213,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3352742280770,14,"(1, 1, 2)","(0, 1, 1, 24)",31.733365048506748,-665.4688139933808,False
62Z3363428137139,6,"(0, 1, 2)","(1, 1, 1, 24)",31.066749633714544,6912.088027916922,False
62Z3386096691495,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3402828150471,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3405350712029,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3418886958455,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3423083910179,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z3459585554968,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z3470960064884,4,"(0, 1, 2)","(0, 1, 1, 24)",33.05465070491643,2716.8169242189347,False
62Z3500556180000,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z3500904013798,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z3522594292484,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3550947401928,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3584090129468,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z3599582761965,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z3627036877597,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z3670413006670,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z3714266119413,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z3735193775209,4,"(0, 1, 2)","(0, 1, 1, 24)",33.05465070491643,2716.8169242189347,False
62Z3737130651612,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z3760655590536,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z3769305559380,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z3777584435448,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z3782531100736,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3786741394110,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z3816201773292,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3831028766926,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z3839853638432,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z3896175377334,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3914112748257,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z3914826994899,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3948925189967,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z3958647570133,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z3962336886350,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z3982298183754,4,"(0, 1, 2)","(0, 1, 1, 24)",33.05465070491643,2716.8169242189347,False
62Z3982836134374,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z4015550378470,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4022724546559,11,"(0, 1, 2)","(0, 1, 1, 24)",32.04105999174258,3910.5324151212353,False
62Z4026142936382,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z4059172108670,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z4101656497928,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z4106130995736,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z4108523399069,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z4150188688382,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4166968219279,14,"(1, 1, 2)","(0, 1, 1, 24)",31.733365048506748,-665.4688139933808,False
62Z4216533809712,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4220821460615,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z4242835948103,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z4272248913477,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z4312225157283,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z4312238198106,4,"(0, 1, 2)","(0, 1, 1, 24)",33.05465070491643,2716.8169242189347,False
62Z435223622742X,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z4376937874218,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z4393630336378,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4437758189134,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z4515858754299,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4534322132001,6,"(0, 1, 2)","(1, 1, 1, 24)",31.066749633714544,6912.088027916922,False
62Z4535568873600,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z4548758318973,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z4603551328872,4,"(0, 1, 2)","(0, 1, 1, 24)",33.05465070491643,2716.8169242189347,False
62Z4620750607760,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4670013981058,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z4695844209784,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z4714370201362,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4799325639679,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4867412057712,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z4869256917783,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z4932099022421,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4935598443531,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z4948939192262,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z4971310138140,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z4973549241143,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z4988166368088,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z5016551205400,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z5036679942884,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z5038669404578,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z5064314448909,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z5087432881718,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z510430374778H,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z5156908732276,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z5197867294689,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z5227218120709,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z5276218736734,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z5292138491045,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z5320867133425,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z5360291486920,7,"(2, 1, 2)","(1, 1, 1, 24)",31.696489193441483,276.2095758318861,False
62Z5387901249939,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z5422632680702,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z5423451602138,14,"(1, 1, 2)","(0, 1, 1, 24)",31.733365048506748,-665.4688139933808,False
62Z5517692082284,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z5520446881915,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z5523967416230,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z5544769493288,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z5611760007206,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z5641732606491,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z5644220618430,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z5644272506149,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z568915908644K,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z5700239654314,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z5706564184731,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z5771526107976,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z5773779317696,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z5807715983143,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z5821574095639,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z5838478539480,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z5861103133130,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z588650225523K,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z5917376126498,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z5924116714640,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z5944737391486,9,"(0, 1, 2)","(0, 1, 1, 24)",32.15817169368021,152.4777016083862,False
62Z5996705858655,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z6035944504754,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z6043382821714,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z6057805565288,12,"(2, 1, 2)","(0, 1, 1, 24)",31.75960936809041,1.3192354925225693,False
62Z6070434707477,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z6082894318884,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z6084896400004,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z6091309944129,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z6136241721979,8,"(2, 1, 2)","(0, 1, 1, 24)",31.850727565124885,1248.2414873227567,False
62Z6153652780082,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z6186862204513,1,"(2, 1, 2)","(0, 1, 1, 24)",29.204309924940105,2854.955141339899,False
62Z6235725021728,10,"(0, 1, 0)","(1, 1, 1, 24)",31.512703674512615,628.0350464116341,False
62Z6295419983830,2,"(0, 1, 0)","(1, 1, 1, 24)",32.4084548578159,-312.2132774705787,False
62Z6308545383007,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z6337618908569,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
62Z6344783791424,0,"(0, 1, 2)","(1, 1, 1, 24)",31.383025837632324,394.50938868587735,False
