eic_code,cluster
62Z0832092193888,9
62Z1026971387441,4
62Z1108084147506,6
62Z2295513355879,0
62Z277440221246K,8
62Z4935598443531,7
62Z5641732606491,3
62Z6626544596360,5
62Z7119951832999,2
62Z9305845228363,1
